Chiral indice n,Chiral indice m,Initial atomic coordinate u,Initial atomic coordinate v,Initial atomic coordinate w,Calculated atomic coordinates u',Calculated atomic coordinates v',Calculated atomic coordinates w'
9,2,0.433817,0.119805,0.484763,0.432352,0.115967,0.484649
9,2,0.327649,0.095254,0.505798,0.323821,0.08914,0.505619
9,2,0.350395,0.09812,0.538161,0.347162,0.091051,0.537961
9,2,0.147998,0.148396,0.515507,0.143367,0.143748,0.515518
9,2,0.161014,0.136646,0.54787,0.157959,0.131437,1
9,2,0.113026,0.199489,0.568905,0.109712,0.19513,0.569036
9,2,0.12128,0.183385,0.601268,0.119951,0.180144,0.60141
9,2,0.112025,0.410281,0.578614,0.106918,0.408331,0.578664
9,2,0.105406,0.386294,0.610976,0.101577,0.385206,0.610972
9,2,0.146345,0.496268,0.632012,0.142926,0.497263,0.631952
9,2,0.134818,0.47151,0.664374,0.131668,0.472719,0.664284
9,2,0.324635,0.729652,0.641721,0.322764,0.733573,0.641643
9,2,0.302622,0.708796,0.674083,0.301426,0.712775,0.674054
9,2,0.406258,0.795437,0.695119,0.406939,0.800597,0.695083
9,2,0.382335,0.77789,0.727481,0.381866,0.784176,0.727395
9,2,0.649605,0.90188,0.704828,0.653311,0.909801,0.704691
9,2,0.626302,0.897518,0.73719,0.629131,0.90616,0.73709
9,2,0.726233,0.905314,0.758226,0.729468,0.913388,0.758286
9,2,0.705243,0.90622,0.790588,0.706897,0.91228,0.790706
9,2,0.87872,0.816615,0.767934,0.88034,0.819472,0.768035
9,2,0.869058,0.831543,0.800297,0.871269,0.834774,0.800343
9,2,0.901256,0.755499,0.821332,0.903919,0.757144,0.821269
9,2,0.896647,0.774277,0.853695,0.900293,0.775814,0.85363
9,2,0.840812,0.478961,0.432983,0.844315,0.478792,0.433021
9,2,0.853655,0.503732,0.465345,0.855947,0.503541,0.465319
9,2,0.786233,0.39348,0.486381,0.788641,0.391476,0.486375
9,2,0.803274,0.417577,0.518743,0.805399,0.415542,0.51875
9,2,0.569471,0.188115,0.49609,0.569236,0.1848,0.496072
9,2,0.593742,0.204563,0.528452,0.593293,0.201367,0.528426
9,2,0.483087,0.140045,0.549488,0.481416,0.13507,0.549432
9,2,0.507862,0.152193,0.58185,0.508153,0.145641,0.581783
9,2,0.253619,0.097099,0.559196,0.250291,0.089677,0.559247
9,2,0.273767,0.094686,0.591559,0.271866,0.087105,0.591688
9,2,0.190777,0.11724,0.612594,0.189471,0.112559,0.61276
9,2,0.207413,0.109657,0.644957,0.207475,0.106396,0.645095
9,2,0.095628,0.26423,0.622303,0.093738,0.262391,0.622339
9,2,0.098744,0.244501,0.654666,0.097434,0.243642,0.654642
9,2,0.096592,0.339677,0.675701,0.093566,0.339864,0.675587
9,2,0.09443,0.317221,0.708064,0.089617,0.317362,0.707993
9,2,0.196726,0.582423,0.68541,0.194304,0.585308,0.685359
9,2,0.180813,0.55802,0.717772,0.177266,0.561345,0.71773
9,2,0.260879,0.664836,0.738808,0.257929,0.669541,0.738774
9,2,0.241304,0.641895,0.771171,0.23618,0.644663,0.771092
9,2,0.492138,0.847807,0.748517,0.493132,0.854392,0.748461
9,2,0.467392,0.834364,0.780879,0.466389,0.837834,0.78083
9,2,0.578375,0.884381,0.801915,0.577971,0.887275,0.802045
9,2,0.553929,0.875654,0.834277,0.552654,0.877011,0.834361
9,2,0.792587,0.890343,0.811624,0.794769,0.894853,0.811716
9,2,0.774863,0.896475,0.843986,0.776191,0.898827,0.843995
9,2,0.845655,0.857646,0.865022,0.848155,0.859149,0.864966
9,2,0.832001,0.868725,0.897384,0.835452,0.871151,0.897319
9,2,0.906224,0.704556,0.907093,0.913439,0.706755,0.907017
9,2,0.899744,0.637269,0.476672,0.901723,0.638053,0.476649
9,2,0.903408,0.660323,0.509035,0.905109,0.660624,0.50898
9,2,0.875351,0.553141,0.53007,0.876888,0.552358,0.530056
9,2,0.884123,0.577595,0.562433,0.886397,0.577201,0.562424
9,2,0.718656,0.312836,0.539779,0.720237,0.309407,0.539827
9,2,0.739121,0.335164,0.572141,0.741982,0.331913,0.572143
9,2,0.641149,0.240691,0.593177,0.643575,0.235383,0.593151
9,2,0.664109,0.260236,0.625539,0.668532,0.257069,0.625537
9,2,0.397471,0.108322,0.602886,0.397046,0.100535,0.603036
9,2,0.421625,0.115619,0.635248,0.423169,0.109368,0.635444
9,2,0.316511,0.094385,0.656284,0.317419,0.090003,0.656517
9,2,0.338947,0.0965,0.688646,0.340367,0.094235,0.688819
9,2,0.141978,0.154764,0.665993,0.142532,0.154382,0.666033
9,2,0.154345,0.142354,0.698355,0.154363,0.142527,0.698359
9,2,0.109437,0.207965,0.719391,0.106233,0.207499,0.719295
9,2,0.116975,0.191293,0.751753,0.112464,0.18985,0.751655
9,2,0.115877,0.422405,0.729099,0.10923,0.423681,0.729032
9,2,0.108533,0.398241,0.761462,0.100412,0.397756,0.761302
9,2,0.152605,0.508657,0.782497,0.145923,0.509239,0.782483
9,2,0.140414,0.483881,0.81486,0.135324,0.482659,0.814838
9,2,0.335891,0.739764,0.792206,0.332912,0.74276,0.792133
9,2,0.313542,0.719326,0.824569,0.310002,0.721076,0.824552
9,2,0.418355,0.803803,0.845604,0.415842,0.805989,0.845688
9,2,0.394247,0.786797,0.877967,0.391761,0.788882,0.877982
9,2,0.661053,0.9035,0.855313,0.660533,0.90431,0.855404
9,2,0.638018,0.899885,0.887675,0.63816,0.901239,0.887688
9,2,0.736417,0.904296,0.908711,0.739366,0.90774,0.908629
9,2,0.715838,0.905956,0.941073,0.719775,0.910909,0.941015
9,2,0.883025,0.808707,0.91842,0.889429,0.812078,0.918321
9,2,0.874063,0.82423,0.950782,0.881303,0.829106,0.950649
9,2,0.903002,0.745749,0.971818,0.910743,0.749713,0.971748
9,2,0.833912,0.466599,0.583468,0.83677,0.465364,0.583537
9,2,0.847395,0.491343,0.615831,0.853691,0.492048,0.615806
9,2,0.777309,0.381574,0.636866,0.783388,0.380623,0.636843
9,2,0.794891,0.405484,0.669229,0.800397,0.405808,0.669269
9,2,0.557233,0.180322,0.646575,0.560715,0.176584,0.646693
9,2,0.581645,0.196197,0.678938,0.585294,0.193656,0.679057
9,2,0.470717,0.13447,0.699973,0.472977,0.131475,0.700176
9,2,0.495472,0.145955,0.732336,0.497351,0.142845,0.732442
9,2,0.243883,0.098869,0.709682,0.243856,0.097711,0.709734
9,2,0.263583,0.095704,0.742044,0.262247,0.093648,0.742096
9,2,0.182887,0.121568,0.76308,0.17975,0.12006,0.763003
9,2,0.198955,0.113269,0.795442,0.194367,0.110142,0.795352
9,2,0.094633,0.274428,0.772789,0.086876,0.272562,0.772658
9,2,0.096998,0.254251,0.805151,0.089425,0.251362,0.80498
9,2,0.098237,0.351135,0.826187,0.091096,0.348323,0.826271
9,2,0.095323,0.328369,0.858549,0.089,0.324747,0.858682
9,2,0.205109,0.594516,0.835895,0.2016,0.594432,0.835904
9,2,0.188625,0.570254,0.868258,0.184859,0.570056,0.8683
9,2,0.271005,0.676082,0.889294,0.267167,0.677775,0.889354
9,2,0.250975,0.653437,0.921656,0.246983,0.655638,0.921668
9,2,0.504528,0.854045,0.899002,0.503844,0.855884,0.89903
9,2,0.479756,0.841244,0.931365,0.479357,0.84465,0.931352
9,2,0.590494,0.88821,0.9524,0.592267,0.892228,0.952291
9,2,0.566183,0.880195,0.984763,0.567648,0.884033,0.984649
9,2,0.801045,0.886731,0.962109,0.807908,0.893112,0.961988
9,2,0.783857,0.893592,0.994472,0.789415,0.899973,0.99427
9,2,0.897354,0.625546,0.627158,0.905511,0.628108,0.627208
9,2,0.901763,0.648865,0.65952,0.909806,0.652417,0.659573
9,2,0.870439,0.540834,0.680556,0.876541,0.542656,0.680637
9,2,0.879914,0.565398,0.712918,0.884118,0.567217,0.713058
9,2,0.708114,0.301927,0.690264,0.712882,0.30069,0.690369
9,2,0.728995,0.323918,0.722627,0.733808,0.322385,0.722721
9,2,0.629467,0.231275,0.743662,0.633049,0.227722,0.743758
9,2,0.6527,0.250348,0.776025,0.655157,0.245918,0.776107
9,2,0.385531,0.105218,0.753371,0.385001,0.10142,0.753376
9,2,0.409506,0.11179,0.785734,0.407819,0.10701,0.785746
9,2,0.305544,0.093894,0.806769,0.301635,0.089151,0.806657
9,2,0.327649,0.095254,0.839132,0.324009,0.089586,0.838955
9,2,0.136291,0.161453,0.816478,0.130846,0.158907,0.816399
9,2,0.147998,0.148396,0.84884,0.143362,0.144307,0.848729
9,2,0.106212,0.216712,0.869876,0.099743,0.211456,0.870002
9,2,0.113026,0.199489,0.902239,0.107042,0.193115,0.902388
9,2,0.120086,0.434602,0.879585,0.115928,0.433106,0.879708
9,2,0.112025,0.410281,0.911947,0.107929,0.408449,0.912067
9,2,0.159188,0.521039,0.932983,0.155684,0.521208,0.933021
9,2,0.146345,0.496268,0.965345,0.144053,0.496459,0.965319
9,2,0.3473,0.749652,0.942692,0.344836,0.753518,0.942666
9,2,0.324635,0.729652,0.975054,0.322713,0.733215,0.975061
9,2,0.430529,0.811885,0.99609,0.430764,0.8152,0.996072
9,2,0.906086,0.693758,0.724245,0.910826,0.697171,0.72439
9,2,0.826701,0.454268,0.733954,0.831156,0.454534,0.734087
9,2,0.840812,0.478961,0.766316,0.844586,0.478451,0.766393
9,2,0.768128,0.369779,0.787352,0.771321,0.366945,0.787422
9,2,0.786233,0.39348,0.819714,0.788721,0.390635,0.819784
9,2,0.544941,0.172827,0.797061,0.544733,0.168082,0.79707
9,2,0.569471,0.188115,0.829423,0.569077,0.183594,0.829442
9,2,0.458375,0.129236,0.850459,0.456037,0.123364,0.850403
9,2,0.483087,0.140045,0.882821,0.48124,0.133088,0.882741
9,2,0.234387,0.101011,0.860167,0.230481,0.095891,0.860089
9,2,0.253619,0.097099,0.89253,0.249808,0.089807,0.892488
9,2,0.175292,0.126248,0.913565,0.170801,0.119383,0.913652
9,2,0.190777,0.11724,0.945928,0.18782,0.110934,0.946052
9,2,0.094016,0.284836,0.923274,0.089097,0.280828,0.9234
9,2,0.095628,0.26423,0.955637,0.092112,0.260802,0.955703
9,2,0.100256,0.362731,0.976672,0.098278,0.361947,0.976649
9,2,0.213767,0.60652,0.986381,0.211359,0.608524,0.986375
9,2,0.894594,0.613706,0.777643,0.897928,0.614438,0.777711
9,2,0.899744,0.637269,0.810005,0.90248,0.637421,0.809972
9,2,0.865182,0.52849,0.831041,0.867995,0.527093,0.831025
9,2,0.875351,0.553141,0.863404,0.877488,0.551858,0.863396
9,2,0.697378,0.291204,0.84075,0.698623,0.286617,0.840799
9,2,0.718656,0.312836,0.873112,0.719757,0.308037,0.873142
9,2,0.617665,0.22211,0.894148,0.617778,0.215072,0.894161
9,2,0.641149,0.240691,0.92651,0.643454,0.235671,0.926447
9,2,0.373698,0.102482,0.903857,0.370827,0.093913,0.903893
9,2,0.397471,0.108322,0.936219,0.396389,0.100689,0.936294
9,2,0.294757,0.09378,0.957255,0.292963,0.08676,0.957424
9,2,0.316511,0.094385,0.989617,0.316505,0.089567,0.989757
9,2,0.130942,0.168457,0.966963,0.128579,0.164641,0.967066
9,2,0.141978,0.154764,0.999326,0.140654,0.151916,0.999354
9,2,0.90557,0.682779,0.87473,0.910659,0.683466,0.874672
9,2,0.819187,0.44198,0.884439,0.820184,0.43914,0.884456
9,2,0.833912,0.466599,0.916802,0.837198,0.465474,0.916721
9,2,0.758696,0.358105,0.937837,0.763288,0.355456,0.937767
9,2,0.777309,0.381574,0.9702,0.783865,0.381067,0.970095
9,2,0.532608,0.165636,0.947546,0.533671,0.161648,0.947582
9,2,0.557233,0.180322,0.979908,0.560166,0.178879,0.979964
9,2,0.891467,0.601759,0.928128,0.898996,0.60292,0.928073
9,2,0.897354,0.625546,0.960491,0.905724,0.628332,0.960361
9,2,0.859586,0.516119,0.981527,0.866117,0.517672,0.981461
9,2,0.686458,0.280674,0.991235,0.691286,0.279397,0.991203
9,3,0.90725,0.767129,0.008301,0.913575,0.772588,0.008471
9,3,0.913739,0.712975,0.162147,0.919677,0.717628,0.161936
9,3,0.670997,0.91183,0.085224,0.676848,0.923074,0.08499
9,3,0.863071,0.853456,0.033942,0.86941,0.860032,0.034375
9,3,0.84592,0.869624,0.123685,0.8521,0.877541,0.123947
9,3,0.890214,0.814363,0.187788,0.895701,0.819702,0.188001
9,3,0.877868,0.834996,0.277532,0.881511,0.840101,0.27753
9,3,0.232871,0.640122,0.008301,0.23311,0.641306,0.008376
9,3,0.44313,0.826525,0.046762,0.445442,0.831563,0.046506
9,3,0.542872,0.877868,0.110865,0.546886,0.887049,0.110717
9,3,0.509615,0.863071,0.200608,0.512594,0.872905,0.200278
9,3,0.756206,0.909512,0.149326,0.76362,0.920791,0.149595
9,3,0.729228,0.912965,0.23907,0.735169,0.924407,0.239133
9,3,0.805013,0.894679,0.303173,0.809996,0.902226,0.30341
9,3,0.781522,0.903404,0.392916,0.786285,0.911666,0.393029
9,3,0.90725,0.767129,0.341634,0.91142,0.770688,0.341487
9,3,0.900029,0.791692,0.431378,0.903003,0.794762,0.431129
9,3,0.913739,0.712975,0.49548,0.920419,0.71634,0.49528
9,3,0.91183,0.740833,0.585224,0.918359,0.744867,0.584967
9,3,0.146544,0.509615,0.033942,0.144147,0.509973,0.034089
9,3,0.130376,0.476296,0.123685,0.126841,0.475972,0.12379
9,3,0.316263,0.729228,0.072403,0.318254,0.732133,0.072399
9,3,0.287025,0.700764,0.162147,0.288257,0.702919,0.162086
9,3,0.378119,0.781522,0.226249,0.380285,0.787341,0.225979
9,3,0.346694,0.756206,0.315993,0.348071,0.761547,0.315592
9,3,0.608337,0.900029,0.264711,0.613178,0.911898,0.264802
9,3,0.575851,0.890214,0.354455,0.579456,0.901167,0.354425
9,3,0.670997,0.91183,0.418557,0.67641,0.923224,0.418897
9,3,0.640122,0.90725,0.508301,0.644529,0.918407,0.50849
9,3,0.84592,0.869624,0.457019,0.84954,0.874139,0.457004
9,3,0.826525,0.883395,0.546762,0.829745,0.887852,0.546591
9,3,0.877868,0.834996,0.610865,0.880663,0.837142,0.610724
9,3,0.863071,0.853456,0.700608,0.866065,0.856549,0.700346
9,3,0.173475,0.116605,0.046762,0.170255,0.112148,0.046591
9,3,0.08817,0.259167,0.085224,0.081641,0.255133,0.084967
9,3,0.090488,0.346694,0.149326,0.084074,0.344382,0.149513
9,3,0.087035,0.316263,0.23907,0.081632,0.313933,0.239188
9,3,0.185637,0.575851,0.187788,0.185787,0.577261,0.188057
9,3,0.165004,0.542872,0.277532,0.164674,0.543977,0.277836
9,3,0.232871,0.640122,0.341634,0.234517,0.643344,0.341568
9,3,0.208308,0.608337,0.431378,0.210064,0.610354,0.431169
9,3,0.44313,0.826525,0.380096,0.445622,0.834754,0.38006
9,3,0.410334,0.805013,0.469839,0.412056,0.812126,0.469819
9,3,0.509615,0.863071,0.533942,0.512875,0.873508,0.534386
9,3,0.476296,0.84592,0.623685,0.478973,0.854132,0.624007
9,3,0.729228,0.912965,0.572403,0.734702,0.922063,0.572544
9,3,0.700764,0.913739,0.662147,0.706041,0.923475,0.662136
9,3,0.781522,0.903404,0.726249,0.787341,0.910998,0.726129
9,3,0.756206,0.909512,0.815993,0.76324,0.919649,0.815749
9,3,0.900029,0.791692,0.764711,0.903597,0.793958,0.764887
9,3,0.890214,0.814363,0.854455,0.895431,0.819199,0.854484
9,3,0.91183,0.740833,0.918557,0.91782,0.745186,0.918944
9,3,0.359878,0.09275,0.008301,0.355471,0.081593,0.00849
9,3,0.270772,0.087035,0.072403,0.265298,0.077937,0.072544
9,3,0.299236,0.086261,0.162147,0.293959,0.076525,0.162136
9,3,0.122132,0.165004,0.110865,0.119337,0.162858,0.110724
9,3,0.136929,0.146544,0.200608,0.133935,0.143451,0.200346
9,3,0.099971,0.208308,0.264711,0.096403,0.206042,0.264887
9,3,0.109786,0.185637,0.354455,0.104569,0.180801,0.354484
9,3,0.105321,0.410334,0.303173,0.101921,0.41003,0.303619
9,3,0.096596,0.378119,0.392916,0.093796,0.376327,0.39303
9,3,0.130376,0.476296,0.457019,0.131601,0.476999,0.456921
9,3,0.116605,0.44313,0.546762,0.11725,0.442577,0.546459
9,3,0.287025,0.700764,0.49548,0.289139,0.704768,0.495453
9,3,0.259167,0.670997,0.585224,0.260657,0.673975,0.585143
9,3,0.346694,0.756206,0.649326,0.348805,0.761475,0.649654
9,3,0.316263,0.729228,0.73907,0.317892,0.732341,0.739217
9,3,0.575851,0.890214,0.687788,0.580333,0.8999,0.68816
9,3,0.542872,0.877868,0.777532,0.546321,0.886705,0.77769
9,3,0.640122,0.90725,0.841634,0.646022,0.917912,0.841641
9,3,0.608337,0.900029,0.931378,0.612788,0.909417,0.931123
9,3,0.826525,0.883395,0.880096,0.833153,0.890729,0.880145
9,3,0.805013,0.894679,0.969839,0.81116,0.902728,0.969796
9,3,0.740833,0.329003,0.085224,0.739343,0.326025,0.085143
9,3,0.490385,0.136929,0.033942,0.487125,0.126492,0.034386
9,3,0.523704,0.15408,0.123685,0.521027,0.145868,0.124007
9,3,0.424149,0.109786,0.187788,0.419667,0.1001,0.18816
9,3,0.457128,0.122132,0.277532,0.453679,0.113295,0.27769
9,3,0.218478,0.096596,0.226249,0.212659,0.089002,0.226129
9,3,0.243794,0.090488,0.315993,0.23676,0.080351,0.315749
9,3,0.173475,0.116605,0.380096,0.166847,0.109271,0.380145
9,3,0.194987,0.105321,0.469839,0.18884,0.097272,0.469796
9,3,0.08817,0.259167,0.418557,0.08218,0.254814,0.418944
9,3,0.09275,0.232871,0.508301,0.086425,0.227412,0.508471
9,3,0.087035,0.316263,0.572403,0.082543,0.31348,0.572462
9,3,0.086261,0.287025,0.662147,0.080323,0.282372,0.661936
9,3,0.165004,0.542872,0.610865,0.166939,0.544137,0.610681
9,3,0.146544,0.509615,0.700608,0.146555,0.509424,0.700227
9,3,0.208308,0.608337,0.764711,0.209846,0.609748,0.764718
9,3,0.185637,0.575851,0.854455,0.18621,0.576207,0.854313
9,3,0.410334,0.805013,0.803173,0.412779,0.810394,0.803481
9,3,0.378119,0.781522,0.892916,0.379668,0.785445,0.893011
9,3,0.476296,0.84592,0.957019,0.479284,0.852224,0.95694
9,3,0.700764,0.913739,0.99548,0.707113,0.92379,0.995418
9,3,0.883395,0.55687,0.046762,0.88275,0.557423,0.046459
9,3,0.834996,0.457128,0.110865,0.833061,0.455863,0.110681
9,3,0.853456,0.490385,0.200608,0.853445,0.490576,0.200227
9,3,0.653306,0.243794,0.149326,0.651195,0.238525,0.149654
9,3,0.683737,0.270772,0.23907,0.682108,0.267659,0.239217
9,3,0.589666,0.194987,0.303173,0.587221,0.189606,0.303481
9,3,0.621881,0.218478,0.392916,0.620332,0.214555,0.393011
9,3,0.359878,0.09275,0.341634,0.353978,0.082088,0.341641
9,3,0.391663,0.099971,0.431378,0.387212,0.090583,0.431123
9,3,0.299236,0.086261,0.49548,0.292887,0.07621,0.495418
9,3,0.329003,0.08817,0.585224,0.323152,0.076926,0.58499
9,3,0.136929,0.146544,0.533942,0.13059,0.139968,0.534375
9,3,0.15408,0.130376,0.623685,0.1479,0.122459,0.623947
9,3,0.109786,0.185637,0.687788,0.104299,0.180298,0.688001
9,3,0.122132,0.165004,0.777532,0.118489,0.159899,0.77753
9,3,0.096596,0.378119,0.726249,0.093567,0.376417,0.725864
9,3,0.090488,0.346694,0.815993,0.086533,0.343949,0.815379
9,3,0.116605,0.44313,0.880096,0.114902,0.442546,0.879753
9,3,0.105321,0.410334,0.969839,0.100625,0.408884,0.969531
9,3,0.259167,0.670997,0.918557,0.260302,0.673095,0.918781
9,3,0.912965,0.683737,0.072403,0.917457,0.68652,0.072462
9,3,0.903404,0.621881,0.226249,0.906433,0.623583,0.225864
9,3,0.909512,0.653306,0.315993,0.913467,0.656051,0.315379
9,3,0.791692,0.391663,0.264711,0.790154,0.390252,0.264718
9,3,0.814363,0.424149,0.354455,0.81379,0.423793,0.354313
9,3,0.740833,0.329003,0.418557,0.739698,0.326905,0.418781
9,3,0.767129,0.359878,0.508301,0.76689,0.358694,0.508376
9,3,0.523704,0.15408,0.457019,0.520716,0.147776,0.45694
9,3,0.55687,0.173475,0.546762,0.554558,0.168437,0.546506
9,3,0.457128,0.122132,0.610865,0.453114,0.112951,0.610717
9,3,0.490385,0.136929,0.700608,0.487406,0.127095,0.700278
9,3,0.243794,0.090488,0.649326,0.23638,0.079209,0.649595
9,3,0.270772,0.087035,0.73907,0.264831,0.075593,0.739133
9,3,0.194987,0.105321,0.803173,0.190004,0.097774,0.80341
9,3,0.218478,0.096596,0.892916,0.213715,0.088334,0.893029
9,3,0.09275,0.232871,0.841634,0.08858,0.229312,0.841487
9,3,0.099971,0.208308,0.931378,0.096997,0.205238,0.931129
9,3,0.086261,0.287025,0.99548,0.079581,0.28366,0.99528
9,3,0.883395,0.55687,0.380096,0.885098,0.557454,0.379753
9,3,0.894679,0.589666,0.469839,0.899375,0.591116,0.469531
9,3,0.853456,0.490385,0.533942,0.855853,0.490027,0.534089
9,3,0.869624,0.523704,0.623685,0.873159,0.524028,0.62379
9,3,0.683737,0.270772,0.572403,0.681746,0.267867,0.572399
9,3,0.712975,0.299236,0.662147,0.711743,0.297081,0.662086
9,3,0.621881,0.218478,0.726249,0.619715,0.212659,0.725979
9,3,0.653306,0.243794,0.815993,0.651929,0.238453,0.815592
9,3,0.391663,0.099971,0.764711,0.386822,0.088102,0.764802
9,3,0.424149,0.109786,0.854455,0.420544,0.098833,0.854425
9,3,0.329003,0.08817,0.918557,0.32359,0.076776,0.918897
9,3,0.15408,0.130376,0.957019,0.15046,0.125861,0.957004
9,3,0.909512,0.653306,0.649326,0.915926,0.655618,0.649513
9,3,0.912965,0.683737,0.73907,0.918368,0.686067,0.739188
9,3,0.814363,0.424149,0.687788,0.814213,0.422739,0.688057
9,3,0.834996,0.457128,0.777532,0.835326,0.456023,0.777836
9,3,0.767129,0.359878,0.841634,0.765483,0.356656,0.841568
9,3,0.791692,0.391663,0.931378,0.789936,0.389646,0.931169
9,3,0.55687,0.173475,0.880096,0.554378,0.165246,0.88006
9,3,0.589666,0.194987,0.969839,0.587944,0.187874,0.969819
9,3,0.894679,0.589666,0.803173,0.898079,0.58997,0.803619
9,3,0.903404,0.621881,0.892916,0.906204,0.623673,0.89303
9,3,0.869624,0.523704,0.957019,0.868399,0.523001,0.956921
9,3,0.712975,0.299236,0.99548,0.710861,0.295232,0.995453
9,4,0.915239,0.768803,0.001631,0.925586,0.777791,0.001476
9,4,0.920671,0.72872,0.050503,0.932816,0.737269,0.050507
9,4,0.694897,0.920825,0.020428,0.702836,0.931025,0.020631
9,4,0.87446,0.85425,0.007896,0.883877,0.863644,0.007912
9,4,0.854595,0.874167,0.035465,0.864588,0.883549,0.035552
9,4,0.894576,0.824933,0.056769,0.905371,0.833788,0.056962
9,4,0.878911,0.848769,0.084338,0.889205,0.857842,0.084579
9,4,0.483741,0.856374,0.00539,0.489523,0.866035,0.005591
9,4,0.572912,0.895724,0.026693,0.579498,0.904487,0.02703
9,4,0.533448,0.880347,0.054262,0.539342,0.887729,0.054575
9,4,0.769294,0.915131,0.041731,0.778967,0.925695,0.041986
9,4,0.737538,0.920004,0.0693,0.746736,0.930482,0.069585
9,4,0.805581,0.903841,0.090603,0.815323,0.913533,0.090987
9,4,0.776869,0.913332,0.118172,0.785411,0.922216,0.118582
9,4,0.909195,0.791089,0.105641,0.920645,0.799649,0.105927
9,4,0.897947,0.818512,0.13321,0.907751,0.82537,0.133589
9,4,0.918112,0.753189,0.154513,0.930558,0.76018,0.154909
9,4,0.911439,0.783817,0.182082,0.922708,0.78989,0.182515
9,4,0.154993,0.536753,0.024187,0.156361,0.540764,0.024291
9,4,0.357279,0.771836,0.011656,0.361736,0.779993,0.011875
9,4,0.320528,0.740269,0.039225,0.324261,0.746552,0.039372
9,4,0.404968,0.807854,0.060528,0.409502,0.813961,0.060804
9,4,0.366678,0.779359,0.088097,0.370585,0.784204,0.08831
9,4,0.621286,0.909968,0.075566,0.628747,0.919509,0.075922
9,4,0.58269,0.899022,0.103135,0.589145,0.907928,0.103487
9,4,0.66797,0.9185,0.124438,0.6753,0.927799,0.124933
9,4,0.630779,0.912137,0.152007,0.635942,0.918726,0.15242
9,4,0.83761,0.886924,0.139475,0.844847,0.892687,0.139975
9,4,0.812342,0.900901,0.167044,0.818367,0.90558,0.167557
9,4,0.864935,0.864615,0.188348,0.871175,0.867912,0.188874
9,4,0.843464,0.882884,0.215916,0.847684,0.884887,0.216367
9,4,0.921204,0.711762,0.203385,0.931906,0.716321,0.203871
9,4,0.919199,0.745168,0.230954,0.927318,0.748541,0.231457
9,4,0.080548,0.323534,0.00915,0.078616,0.324918,0.009108
9,4,0.098094,0.408202,0.030453,0.096548,0.410323,0.030508
9,4,0.087996,0.369828,0.058022,0.085954,0.370431,0.057963
9,4,0.213741,0.624458,0.04549,0.216925,0.629279,0.045619
9,4,0.185867,0.585939,0.073059,0.188369,0.589731,0.073107
9,4,0.252143,0.671006,0.094363,0.255116,0.675083,0.094548
9,4,0.221119,0.633927,0.121932,0.222795,0.636281,0.121985
9,4,0.453981,0.839582,0.1094,0.458738,0.845344,0.109724
9,4,0.414686,0.814558,0.136969,0.417457,0.819335,0.13721
9,4,0.503636,0.86658,0.158272,0.507036,0.870961,0.158614
9,4,0.463883,0.845373,0.185841,0.465555,0.848563,0.186058
9,4,0.712313,0.921202,0.17331,0.717698,0.926995,0.173853
9,4,0.677046,0.919509,0.200879,0.680626,0.924038,0.201337
9,4,0.753699,0.918034,0.222182,0.757975,0.921721,0.22264
9,4,0.720846,0.921037,0.249751,0.72403,0.924328,0.250129
9,4,0.887175,0.837227,0.23722,0.891882,0.839189,0.237788
9,4,0.869801,0.859533,0.264789,0.873369,0.860762,0.265292
9,4,0.904022,0.805141,0.286092,0.907142,0.804865,0.286677
9,4,0.890985,0.831173,0.313661,0.893602,0.830992,0.314179
9,4,0.187658,0.099099,0.000378,0.185661,0.095747,0.000348
9,4,0.215711,0.088698,0.027947,0.215337,0.086314,0.027827
9,4,0.088561,0.216183,0.015415,0.086687,0.216326,0.015385
9,4,0.098904,0.188087,0.042984,0.096202,0.186544,0.042847
9,4,0.080801,0.254832,0.064287,0.077243,0.253458,0.064215
9,4,0.086545,0.223613,0.091856,0.083899,0.221609,0.091659
9,4,0.115745,0.457279,0.079325,0.115937,0.459477,0.0793
9,4,0.101183,0.417937,0.106894,0.100153,0.41845,0.106728
9,4,0.13875,0.506952,0.128197,0.139098,0.507984,0.128123
9,4,0.119927,0.467188,0.155766,0.118026,0.466955,0.155554
9,4,0.293998,0.715171,0.143235,0.295168,0.718853,0.14338
9,4,0.260256,0.68005,0.170804,0.259171,0.682169,0.17084
9,4,0.338723,0.756339,0.192107,0.338612,0.759621,0.192205
9,4,0.302733,0.723663,0.219676,0.301218,0.725295,0.219647
9,4,0.55324,0.888469,0.207145,0.554902,0.891542,0.207559
9,4,0.513583,0.871377,0.234713,0.51415,0.873486,0.234998
9,4,0.602102,0.904947,0.256017,0.603963,0.907856,0.25638
9,4,0.563093,0.892206,0.283586,0.563831,0.895585,0.283824
9,4,0.79155,0.909043,0.271054,0.795097,0.911318,0.271533
9,4,0.76157,0.916699,0.298623,0.764663,0.92007,0.298971
9,4,0.825339,0.894352,0.319927,0.827803,0.895539,0.320339
9,4,0.798649,0.906555,0.347495,0.80082,0.907932,0.347799
9,4,0.915239,0.768803,0.334964,0.919609,0.768371,0.335404
9,4,0.906722,0.798198,0.362533,0.910105,0.797409,0.362888
9,4,0.920671,0.72872,0.383836,0.925019,0.727361,0.384222
9,4,0.916792,0.761069,0.411405,0.919682,0.759535,0.411668
9,4,0.407579,0.097904,0.012909,0.409689,0.096642,0.012765
